svd_0,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,svd_11,svd_12,svd_13,svd_14,svd_15,svd_16,svd_17,svd_18,svd_19,svd_20,svd_21,svd_22,svd_23,svd_24,svd_25,svd_26,svd_27,svd_28,svd_29,svd_30,svd_31,svd_32,svd_33,svd_34,svd_35,svd_36,svd_37,svd_38,svd_39,svd_40,svd_41,svd_42,svd_43,svd_44,svd_45,svd_46,svd_47,svd_48,svd_49,title_length,word_count,publish_hour,likes_per_view,comments_per_view,keyword_artificial intelligence,keyword_data analytics,keyword_data science,keyword_machine learning,keyword_python tutorial,views
0.39397581676224325,0.09973949979752933,0.37085205859068526,0.7644502015544925,-0.10373055114617782,-0.08732629221425647,-0.27397049842658394,0.006277369221395233,0.021096162708431957,0.0025656679188010567,-0.03630437799511503,0.0036638915764338476,0.008340697646509757,-0.03724194252344737,-0.0040618453805273055,-0.009292841884970697,0.003409805770757751,-0.008946351590576562,-0.032720898453105225,-0.05023329832241371,-0.02240421897171058,-0.003176021756627502,-0.020505060628014778,-0.03766897073983617,0.004487594188937006,-0.01790620908987254,-0.02877278088405659,0.018031509097200027,0.020250560448315,0.014902104925672328,0.017947156458841457,-0.022626321412489787,-0.030144734620558302,-0.020673266566188626,-0.01085124567077084,-0.018935171493058428,-0.0003995105512653793,0.00819045169996883,-0.0033468492694534863,-0.001859529471552472,0.00022585485238544104,0.014389110865460948,-0.021790204548317416,-0.004093098478918993,-0.00023879110201136672,0.014454625331226233,-0.008312084930781626,-0.0017584627188751215,0.0011753254183527045,-0.009360462216006962,-2.1681516766171374,-1.8842394093304762,-0.10048601647548826,-0.2229066719647356,-0.12238285061811165,0.0,0.0,1.0,0.0,0.0,813203.0
0.39397581676224325,0.09973949979752933,0.37085205859068526,0.7644502015544925,-0.10373055114617782,-0.08732629221425647,-0.27397049842658394,0.006277369221395233,0.021096162708431957,0.0025656679188010567,-0.03630437799511503,0.0036638915764338476,0.008340697646509757,-0.03724194252344737,-0.0040618453805273055,-0.009292841884970697,0.003409805770757751,-0.008946351590576562,-0.032720898453105225,-0.05023329832241371,-0.02240421897171058,-0.003176021756627502,-0.020505060628014778,-0.03766897073983617,0.004487594188937006,-0.01790620908987254,-0.02877278088405659,0.018031509097200027,0.020250560448315,0.014902104925672328,0.017947156458841457,-0.022626321412489787,-0.030144734620558302,-0.020673266566188626,-0.01085124567077084,-0.018935171493058428,-0.0003995105512653793,0.00819045169996883,-0.0033468492694534863,-0.001859529471552472,0.00022585485238544104,0.014389110865460948,-0.021790204548317416,-0.004093098478918993,-0.00023879110201136672,0.014454625331226233,-0.008312084930781626,-0.0017584627188751215,0.0011753254183527045,-0.009360462216006962,-1.1108936226388715,-0.7737592596112892,-1.4883433888069777,-0.36591616689735074,-0.12251056665297219,0.0,0.0,1.0,0.0,0.0,127411.0
0.2472630726123557,0.05590403021647935,0.21579148164357628,0.39272569784842837,-0.025883165971453036,0.06172966917150505,0.0005946034789720972,0.0534408470925814,0.20608265984109514,-0.05906405197034585,-0.13585783100430496,0.4167409953936142,0.28344612996092283,0.16541944330766165,0.46357169289529654,-0.07745024671940337,0.06629818220935554,0.05412250687871087,-0.025245592806949775,0.009874996661020177,-0.0005646373404362692,-0.16559478251953028,-0.13985718137698394,0.0341867431953203,0.06665758485584206,0.01689403038350005,0.027906641511898984,-0.08690900725223291,-0.0073494046903141985,-0.025090945972092236,0.007711207480964766,-0.05789855867943046,0.0067335586435438785,0.051537617261565596,0.09488429909140715,0.03605323302024398,0.07867784951419182,-0.06352223863719897,-0.05340488628595014,-0.009391911798791355,-0.04301165681201329,0.00965417034152831,-0.01974480216824178,-0.05188260084380455,0.011591043589242164,0.026686541474651212,-0.02670969956671184,-0.0791961879209371,-0.02116732853016657,0.012503963965451677,-1.6165387788893464,-1.6066193719006794,0.09777932242901025,-0.002640561878820581,-0.09731253481283392,0.0,0.0,1.0,0.0,0.0,473905.0
0.43071009559537765,0.05854580668200808,0.3078624535832484,0.658297601429445,-0.08822335154409053,0.2702646829283628,-0.1827249572619541,0.03697153606122007,-0.11448082417278743,-0.007134948706121978,0.0014357831756597467,-0.017013756738235332,0.045084704667999104,-0.02967598991719899,-0.020422759956652235,0.005256334339306015,0.019078543686357193,-0.016022867502033557,-0.021056804527459158,-0.025829739354145835,-0.048224413940897035,0.03051753803102012,-0.03370637811141512,-0.04904512128855044,-0.15859506315366192,0.0043515975329045335,-0.03430342422423635,0.06693083804632918,0.03706633860586604,0.053434955326675804,-0.0074793256423397216,0.031072754697701974,-0.10781049924970024,0.02484386180284181,-0.016830828977114166,0.13595618004708532,-0.0609046837728767,0.06756598816358902,-0.03196112771218974,0.022760348509772932,-0.05681516439426071,-0.06657502718438522,-0.06054201829757879,0.0024635697878964222,-0.02784593778441554,0.01648339415778449,-0.025304315269596044,-0.03587413527303683,-0.003678477486152411,0.022896846936661996,1.00362248531766,1.4472010398270847,-1.8848740666159747,-0.38964397313359994,-0.10565383583342,0.0,0.0,1.0,0.0,0.0,640974.0
0.28779503455255717,0.07935372052930419,0.26408915982993203,0.5208613992642367,-0.0464535781296473,-0.14248151788315028,0.07187513672027951,0.025865772334132703,-0.26022918311321097,0.3255848553207626,-0.08668236493335188,0.004986820731109599,0.00979049651598966,0.049759278766573274,-0.028717047015635724,0.040181067098325945,0.038768130002774466,-0.046428326240729595,0.00990731952126821,0.043303844189688336,-0.056490391491290745,0.0013986853120794736,0.0022372031588547316,0.06817939660700992,-0.015338656116141682,0.2491755982759277,0.15080699481668874,-0.15615751844459383,-0.018703922330699452,0.03968919690960359,0.0717772582029518,0.039617146990730684,0.03496912623474252,0.21197422805193317,0.14584531218119764,-0.11295947093842049,-0.25073522004521065,-0.0470728694713176,-0.0037983267505000287,-0.023254257879954852,0.06407167650984624,0.03860795675612759,0.06448634263839093,0.005341554624956543,0.01717309297376394,-0.09033502997572593,0.09245063744449582,0.0006428365137125386,-0.006044687654926432,0.06618380476092596,-1.754442003321294,-1.6066193719006794,-0.10048601647548826,-0.24135046830286103,-0.12497933694043784,0.0,0.0,1.0,0.0,0.0,683896.0
0.3749781557741142,0.05900818325493822,0.2866572494528918,0.6126065963224114,-0.08293915738039795,0.04990773919941373,-0.19386235090067416,0.06146495044930821,-0.022533591066368198,0.01420596700406644,0.05222074813719374,-0.016164563828321283,0.1683395586078711,-0.09106655064223423,-0.09347345130885587,-0.0913502289164684,-0.01327632921430505,-0.026371005658555484,-0.02131060176385731,-0.06251919317692857,0.019547754572397963,0.13313518543527542,-0.10587893390665072,0.1016144132257478,-0.013302609189267607,-0.09605446584439839,0.022721838857339444,-0.004160940159455516,0.05594343303670607,-0.035228421137373955,0.03319135995010707,-0.03504639379978853,-0.009516532498952528,0.0006651082032419656,-0.031683956901739564,-0.01781961775572971,-0.01938950744768978,-0.010333594214727335,-0.030012744468909936,-0.04822104433238364,0.002147020157895054,0.07791104360985858,-0.07838357624734396,-0.009697574561768696,-0.025320707698440616,0.02045571990213588,-0.1073937126900466,0.0016889171296068524,-0.046362947814168616,0.14953568088286695,1.0955579682722918,1.7248210772568815,0.2960446613335087,-0.3742604668655987,-0.13063151001324327,0.0,0.0,1.0,0.0,0.0,4429402.0
0.21381362497949757,0.060777770980109086,0.2086735828697708,0.4059601333141689,-0.03373196214160269,-0.23518787958661874,0.5645275484386988,0.11484178334303936,-0.1775080205876281,-0.044160863030272765,-0.1509988875165074,-0.21980342248058574,0.10471587498968776,0.2434492124547729,-0.13417912048268976,0.10199239285262832,0.05578332407080458,-0.04785420402938652,-0.01001691875259813,-0.03800073436939905,-0.03245040268116523,-0.0808100826268392,-0.03999725001141764,0.012415750594555644,0.002502741282346697,-0.020297866519548416,-0.10352575072074083,0.006927120429469585,-0.029006717865953123,0.048382886784584425,-0.020888939552787845,-0.0764404239649589,0.01971965470272821,-0.04098372265109459,-0.03982641246852877,-0.02937935333683521,0.020446628196721134,0.010839067994271487,0.0155383419729218,-0.022227904494494116,-0.03226527465189035,0.011960082938224712,-0.015877283174194394,-0.01831733704995403,0.0009250312400004897,0.012028954503305083,-0.0038650677741817185,0.012120994597788527,0.012041828552312521,0.01997493290172794,1.2794289341815555,1.4472010398270847,0.4943100002380072,-0.12180235553891215,-0.1365120319736543,0.0,0.0,1.0,0.0,0.0,89883.0
0.207161536079605,0.057348936304507055,0.170225093431452,0.33827766096842216,-0.023671571701201433,-0.05178055402698141,0.6411861685627401,0.03921572401145453,0.07929315125716177,-0.256191551285554,0.05367277871120313,-0.10092523239763,-0.19920851216389615,-0.2932367630684302,-0.04952034928733626,-0.072832923397127,-0.07014337133643538,0.004625269899119152,0.030889220935866997,-0.10915879881497084,-0.08111325261275175,-0.09980483545216308,-0.07693669577206434,0.022364268786010624,-0.005844760842191814,0.08038642087823208,-0.048162590065858636,0.03691163943546061,-0.05455912406690527,0.036856452922588455,-0.027383161250890874,-0.07783080417267894,0.0074303159004715045,0.023071849545542946,-0.013609735845474577,-0.00951110461613502,-0.028059781627604162,0.010757897322163371,-0.03758532262970548,-0.022283324758278485,-0.04125603856178908,-0.01500197811384358,-0.017490298380282602,-0.07617567143661122,0.00915750656892544,-0.04562250698156976,-0.04941229637362126,-0.06876336011485565,0.05189294024082783,-0.04851289952688743,1.3713644171361874,2.002441114686678,-0.10048601647548826,0.20965742297947512,-0.1386316905598939,0.0,0.0,1.0,0.0,0.0,114468.0
0.39397581676224325,0.09973949979752933,0.37085205859068526,0.7644502015544925,-0.10373055114617782,-0.08732629221425647,-0.27397049842658394,0.006277369221395233,0.021096162708431957,0.0025656679188010567,-0.03630437799511503,0.0036638915764338476,0.008340697646509757,-0.03724194252344737,-0.0040618453805273055,-0.009292841884970697,0.003409805770757751,-0.008946351590576562,-0.032720898453105225,-0.05023329832241371,-0.02240421897171058,-0.003176021756627502,-0.020505060628014778,-0.03766897073983617,0.004487594188937006,-0.01790620908987254,-0.02877278088405659,0.018031509097200027,0.020250560448315,0.014902104925672328,0.017947156458841457,-0.022626321412489787,-0.030144734620558302,-0.020673266566188626,-0.01085124567077084,-0.018935171493058428,-0.0003995105512653793,0.00819045169996883,-0.0033468492694534863,-0.001859529471552472,0.00022585485238544104,0.014389110865460948,-0.021790204548317416,-0.004093098478918993,-0.00023879110201136672,0.014454625331226233,-0.008312084930781626,-0.0017584627188751215,0.0011753254183527045,-0.009360462216006962,-0.7431516908203442,-0.7737592596112892,-1.0918127109979807,-0.5230554858172177,-0.146381183043399,0.0,0.0,1.0,0.0,0.0,1284.0
0.14105725760253907,0.04814128308970021,0.11533653117695909,0.21900930913420064,-0.00965435793381161,-0.15386421280786838,0.42580581092950265,-0.032565649042181496,-0.0872457874725384,-0.28660236335266576,0.3646333185541956,-0.07397655867196673,-0.07631037337791768,-0.1612584522023133,0.1169446490119458,-0.10743530213052939,-0.04558740436359102,0.08815366621377446,-0.03634780842559533,0.08788439392347488,0.044523901769294584,0.05491965977619864,0.13532579030048034,0.04172784280052601,0.08860142732481745,-0.16319093325418285,0.022578595700290575,0.016841291493981676,-0.057588349846611986,-0.05000601868814119,0.04916437087921736,0.09914285197835442,-0.04244889737162639,0.03806137786769388,-0.03627650680328209,0.07043315223312,0.009467207639472204,-0.020848018795120375,0.017891975361064547,-0.018070567752481455,0.04193595928275738,0.04515417841906553,-0.023084893001947375,0.03469004229283711,-0.12034745063685413,0.050926018918628316,0.12121367663344701,-0.03404967679466537,-0.20471435084968204,0.2743335481022478,-0.0076678271832897665,0.05910085267810103,0.09777932242901025,-0.09622317365206098,-0.146381183043399,0.0,0.0,1.0,0.0,0.0,22373.0
